#,title,artist,href,file,title (max32)
596,C'est la vie,Soubillz (Ft. YH ),https://genius.com/Soubillz-cest-la-vie-lyrics,Soubillz-cest-la-vie,Soubillz-cest-la-vie
597,Everyday,Dead Obies,https://genius.com/Dead-obies-everyday-lyrics,Dead-obies-everyday,Dead-obies-everyday
598,Outro (BP3),Lost,https://genius.com/Lost-outro-bp3-lyrics,Lost-outro-bp3,Lost-outro-bp3
599,Remonter ma braguette,MB,https://genius.com/Mb-remonter-ma-braguette-lyrics,Mb-remonter-ma-braguette,Mb-remonter-ma-braguette
600,Rien de moins,Loud & White-B,https://genius.com/Loud-and-white-b-rien-de-moins-lyrics,Loud-and-white-b-rien-de-moins,Loud-and-white-b-rien-de-moins
601,Brille,Di-Meh (Ft. Krisy & Rowjay ),https://genius.com/Di-meh-brille-lyrics,Di-meh-brille,Di-meh-brille
602,QDBV,Alaclair Ensemble,https://genius.com/Alaclair-ensemble-qdbv-lyrics,Alaclair-ensemble-qdbv,Alaclair-ensemble-qdbv
603,MA,Robert Nelson,https://genius.com/Robert-nelson-ma-lyrics,Robert-nelson-ma,Robert-nelson-ma
604,S’envoler,White-B (Ft. Izzy-S ),https://genius.com/White-b-senvoler-lyrics,White-b-senvoler,White-b-senvoler
605,Légendaire,Koriass,https://genius.com/Koriass-legendaire-lyrics,Koriass-legendaire,Koriass-legendaire
606,Partis de rien,Izzy-S (Ft. Lost ),https://genius.com/Izzy-s-partis-de-rien-lyrics,Izzy-s-partis-de-rien,Izzy-s-partis-de-rien
607,Ananas Mango,FouKi,https://genius.com/Fouki-ananas-mango-lyrics,Fouki-ananas-mango,Fouki-ananas-mango
608,Glitch,Zinera,https://genius.com/Zinera-glitch-lyrics,Zinera-glitch,Zinera-glitch
609,Apollyon,Enima,https://genius.com/Enima-apollyon-lyrics,Enima-apollyon,Enima-apollyon
610,Essayer,KBG (Ft. Enima ),https://genius.com/Kbg-essayer-lyrics,Kbg-essayer,Kbg-essayer
611,CLT,Enima (Ft. Norsacce Berlusconi ),https://genius.com/Enima-clt-lyrics,Enima-clt,Enima-clt
612,Gaz au fond,Souldia,https://genius.com/Souldia-gaz-au-fond-lyrics,Souldia-gaz-au-fond,Souldia-gaz-au-fond
613,Uber Eats Freestyle,Loud,https://genius.com/Loud-uber-eats-freestyle-lyrics,Loud-uber-eats-freestyle,Loud-uber-eats-freestyle
614,My Gully,Skiifall,https://genius.com/Skiifall-my-gully-lyrics,Skiifall-my-gully,Skiifall-my-gully
615,Lemonade,FouKi,https://genius.com/Fouki-lemonade-lyrics,Fouki-lemonade,Fouki-lemonade
616,Fidèle à chacune d'elles,Roi Heenok (Ft. Ugo le Patron ),https://genius.com/Roi-heenok-fidele-a-chacune-delles-lyrics,Roi-heenok-fidele-a-chacune-delles,Roi-heenok-fidele-a-chacune-dell
617,#10,Loud,https://genius.com/Loud-10-lyrics,Loud-10,Loud-10
618,4 Freestyle,Yes Mccan,https://genius.com/Yes-mccan-4-freestyle-lyrics,Yes-mccan-4-freestyle,Yes-mccan-4-freestyle
619,Lisdexamphétamine,Lary Kidd,https://genius.com/Lary-kidd-lisdexamphetamine-lyrics,Lary-kidd-lisdexamphetamine,Lary-kidd-lisdexamphetamine
620,Pénombre,Gutta & Wawa EGK,https://genius.com/Gutta-and-wawa-egk-penombre-lyrics,Gutta-and-wawa-egk-penombre,Gutta-and-wawa-egk-penombre
621,Louvre,Yes Mccan,https://genius.com/Yes-mccan-louvre-lyrics,Yes-mccan-louvre,Yes-mccan-louvre
622,No Fucking Way,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-no-fucking-way-lyrics,Loud-lary-ajust-no-fucking-way,Loud-lary-ajust-no-fucking-way
623,Hoja De Coca,Lougarouz,https://genius.com/Lougarouz-hoja-de-coca-lyrics,Lougarouz-hoja-de-coca,Lougarouz-hoja-de-coca
624,Pas de journée off,Lost & White-B,https://genius.com/Lost-and-white-b-pas-de-journee-off-lyrics,Lost-and-white-b-pas-de-journee-off,Lost-and-white-b-pas-de-journee-
625,Gurl,FouKi (Ft. Vince James ),https://genius.com/Fouki-gurl-lyrics,Fouki-gurl,Fouki-gurl
626,Chief Keef,Rach,https://genius.com/Rach-chief-keef-lyrics,Rach-chief-keef,Rach-chief-keef
627,Faut que ça change,Laurence Nerbonne,https://genius.com/Laurence-nerbonne-faut-que-ca-change-lyrics,Laurence-nerbonne-faut-que-ca-change,Laurence-nerbonne-faut-que-ca-ch
628,Controllé par les milliards,MB (Ft. White-B ),https://genius.com/Mb-controlle-par-les-milliards-lyrics,Mb-controlle-par-les-milliards,Mb-controlle-par-les-milliards
629,Non Merci,Corops,https://genius.com/Corops-non-merci-lyrics,Corops-non-merci,Corops-non-merci
630,Que Tal,Norsacce Berlusconi (Ft. Enima ),https://genius.com/Norsacce-berlusconi-que-tal-lyrics,Norsacce-berlusconi-que-tal,Norsacce-berlusconi-que-tal
631,Long Time No See,Koriass,https://genius.com/Koriass-long-time-no-see-lyrics,Koriass-long-time-no-see,Koriass-long-time-no-see
632,FreeLeK,TheQ.,https://genius.com/Theq-freelek-lyrics,Theq-freelek,Theq-freelek
633,Illuminati musique,Roi Heenok,https://genius.com/Roi-heenok-illuminati-musique-lyrics,Roi-heenok-illuminati-musique,Roi-heenok-illuminati-musique
634,Américain,Koriass (Ft. Safia Nolin ),https://genius.com/Koriass-americain-lyrics,Koriass-americain,Koriass-americain
635,Kankan,FouKi,https://genius.com/Fouki-kankan-lyrics,Fouki-kankan,Fouki-kankan
636,Drug Factory,YH,https://genius.com/Yh-drug-factory-lyrics,Yh-drug-factory,Yh-drug-factory
637,Dieu Merci,Enima,https://genius.com/Enima-dieu-merci-lyrics,Enima-dieu-merci,Enima-dieu-merci
638,Young Summer,Loud Lary Ajust (Ft. Shash'U ),https://genius.com/Loud-lary-ajust-young-summer-lyrics,Loud-lary-ajust-young-summer,Loud-lary-ajust-young-summer
639,Chenous,Koriass,https://genius.com/Koriass-chenous-lyrics,Koriass-chenous,Koriass-chenous
640,Montréalistan,Manu Militari (Ft. Cheb Nino & Rolly ),https://genius.com/Manu-militari-montrealistan-lyrics,Manu-militari-montrealistan,Manu-militari-montrealistan
641,Céline,Les Anticipateurs,https://genius.com/Les-anticipateurs-celine-lyrics,Les-anticipateurs-celine,Les-anticipateurs-celine
642,3 saisons,Lary Kidd (Ft. 20Some & Loud ),https://genius.com/Lary-kidd-3-saisons-lyrics,Lary-kidd-3-saisons,Lary-kidd-3-saisons
643,Côté passager,Roxane Bruneau (Ft. Souldia ),https://genius.com/Roxane-bruneau-cote-passager-lyrics,Roxane-bruneau-cote-passager,Roxane-bruneau-cote-passager
644,Again,Enima,https://genius.com/Enima-again-lyrics,Enima-again,Enima-again
645,CC,Enima,https://genius.com/Enima-cc-lyrics,Enima-cc,Enima-cc
646,WanWay,FouKi,https://genius.com/Fouki-wanway-lyrics,Fouki-wanway,Fouki-wanway
647,Chez-moi,Lost (Ft. Manu Militari ),https://genius.com/Lost-chez-moi-lyrics,Lost-chez-moi,Lost-chez-moi
648,Pour un chèque,Tizzo & Shreez,https://genius.com/Tizzo-and-shreez-pour-un-cheque-lyrics,Tizzo-and-shreez-pour-un-cheque,Tizzo-and-shreez-pour-un-cheque
649,Les apparences,Souldia,https://genius.com/Souldia-les-apparences-lyrics,Souldia-les-apparences,Souldia-les-apparences
650,When The Moving Stops,Planet Giza,https://genius.com/Planet-giza-when-the-moving-stops-lyrics,Planet-giza-when-the-moving-stops,Planet-giza-when-the-moving-stop
651,Parle-moé don d’ça,Les Anticipateurs,https://genius.com/Les-anticipateurs-parle-moe-don-dca-lyrics,Les-anticipateurs-parle-moe-don-dca,Les-anticipateurs-parle-moe-don-
652,Encore,Enima,https://genius.com/Enima-encore-lyrics,Enima-encore,Enima-encore
653,Personne,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-personne-lyrics,Loud-lary-ajust-personne,Loud-lary-ajust-personne
654,Tout donné,Koriass,https://genius.com/Koriass-tout-donne-lyrics,Koriass-tout-donne,Koriass-tout-donne
655,Sentencé,Lost & White-B,https://genius.com/Lost-and-white-b-sentence-lyrics,Lost-and-white-b-sentence,Lost-and-white-b-sentence
656,You Know That,Enima (Ft. Kay Bandz ),https://genius.com/Enima-you-know-that-lyrics,Enima-you-know-that,Enima-you-know-that
657,NOISE,Enima (Ft. ASHE 22 ),https://genius.com/Enima-noise-lyrics,Enima-noise,Enima-noise
658,Kung-Fu Margiela 2,Rowjay,https://genius.com/Rowjay-kung-fu-margiela-2-lyrics,Rowjay-kung-fu-margiela-2,Rowjay-kung-fu-margiela-2
659,Gang Way,LV Cupidon,https://genius.com/Lv-cupidon-gang-way-lyrics,Lv-cupidon-gang-way,Lv-cupidon-gang-way
660,Jeunes filles,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-jeunes-filles-lyrics,Loud-lary-ajust-jeunes-filles,Loud-lary-ajust-jeunes-filles
661,Je n'ai pas mal,Souldia,https://genius.com/Souldia-je-nai-pas-mal-lyrics,Souldia-je-nai-pas-mal,Souldia-je-nai-pas-mal
662,G.G,Izzy-S (Ft. Salimo ),https://genius.com/Izzy-s-gg-lyrics,Izzy-s-gg,Izzy-s-gg
663,La nuit,White-B (Ft. Random (QC) ),https://genius.com/White-b-la-nuit-lyrics,White-b-la-nuit,White-b-la-nuit
664,Swish,Dead Obies,https://genius.com/Dead-obies-swish-lyrics,Dead-obies-swish,Dead-obies-swish
665,Stripclub (Remix),Rowjay (Ft. Hamza ),https://genius.com/Rowjay-stripclub-remix-lyrics,Rowjay-stripclub-remix,Rowjay-stripclub-remix
666,Fuck That,5sang14,https://genius.com/5sang14-fuck-that-lyrics,5sang14-fuck-that,5sang14-fuck-that
667,Ciao,Rymz,https://genius.com/Rymz-ciao-lyrics,Rymz-ciao,Rymz-ciao
668,Cause perdue,Koriass,https://genius.com/Koriass-cause-perdue-lyrics,Koriass-cause-perdue,Koriass-cause-perdue
669,Tout va bien,Lary Kidd,https://genius.com/Lary-kidd-tout-va-bien-lyrics,Lary-kidd-tout-va-bien,Lary-kidd-tout-va-bien
670,Affranchis,"Souldia , Saye & T-Mo (Taktika)",https://genius.com/Souldia-saye-and-t-mo-taktika-affranchis-lyrics,Souldia-saye-and-t-mo-taktika-affranchis,Souldia-saye-and-t-mo-taktika-af
671,Temps,Yes Mccan,https://genius.com/Yes-mccan-temps-lyrics,Yes-mccan-temps,Yes-mccan-temps
672,VSTL,Enima (Ft. Gutta ),https://genius.com/Enima-vstl-lyrics,Enima-vstl,Enima-vstl
673,Pussy Nigga,Wasiu (Ft. Ghost (Unsorted) & KD II Times ),https://genius.com/Wasiu-pussy-nigga-lyrics,Wasiu-pussy-nigga,Wasiu-pussy-nigga
674,Comment faire,Tizzo (Ft. Shreez ),https://genius.com/Tizzo-comment-faire-lyrics,Tizzo-comment-faire,Tizzo-comment-faire
675,Enfant de la DPJ (Bonus Track),Sir Pathétik,https://genius.com/Sir-pathetik-enfant-de-la-dpj-bonus-track-lyrics,Sir-pathetik-enfant-de-la-dpj-bonus-track,Sir-pathetik-enfant-de-la-dpj-bo
676,Plastic,Enima,https://genius.com/Enima-plastic-lyrics,Enima-plastic,Enima-plastic
677,Big Dog,Enima,https://genius.com/Enima-big-dog-lyrics,Enima-big-dog,Enima-big-dog
678,Complicité de meurtre,Souldia (Ft. Paranoize & Rymz ),https://genius.com/Souldia-complicite-de-meurtre-lyrics,Souldia-complicite-de-meurtre,Souldia-complicite-de-meurtre
679,Autre chose,Gros Big,https://genius.com/Gros-big-autre-chose-lyrics,Gros-big-autre-chose,Gros-big-autre-chose
680,Sosa,Lost,https://genius.com/Lost-sosa-lyrics,Lost-sosa,Lost-sosa
681,Holy Water,Enima,https://genius.com/Enima-holy-water-lyrics,Enima-holy-water,Enima-holy-water
682,Get It Right,Koriass,https://genius.com/Koriass-get-it-right-lyrics,Koriass-get-it-right,Koriass-get-it-right
683,Crabe Des Neiges,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-crabe-des-neiges-lyrics,Loud-lary-ajust-crabe-des-neiges,Loud-lary-ajust-crabe-des-neiges
684,Paroisse,Alaclair Ensemble,https://genius.com/Alaclair-ensemble-paroisse-lyrics,Alaclair-ensemble-paroisse,Alaclair-ensemble-paroisse
685,Bodies N VVZ,Zinera,https://genius.com/Zinera-bodies-n-vvz-lyrics,Zinera-bodies-n-vvz,Zinera-bodies-n-vvz
686,NO JUMPER,Wasiu,https://genius.com/Wasiu-no-jumper-lyrics,Wasiu-no-jumper,Wasiu-no-jumper
687,Lonely,Adamo (QC),https://genius.com/Adamo-qc-lonely-lyrics,Adamo-qc-lonely,Adamo-qc-lonely
688,Xavier Caféine,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-xavier-cafeine-lyrics,Loud-lary-ajust-xavier-cafeine,Loud-lary-ajust-xavier-cafeine
689,Voilà,White-B,https://genius.com/White-b-voila-lyrics,White-b-voila,White-b-voila
690,10ème,Rowjay,https://genius.com/Rowjay-10eme-lyrics,Rowjay-10eme,Rowjay-10eme
691,PNL (Pouvoir Narcotique Loyauté),Roi Heenok,https://genius.com/Roi-heenok-pnl-pouvoir-narcotique-loyaute-lyrics,Roi-heenok-pnl-pouvoir-narcotique-loyaute,Roi-heenok-pnl-pouvoir-narcotiqu
692,Sa fume,LV Cupidon (Ft. Shreez ),https://genius.com/Lv-cupidon-sa-fume-lyrics,Lv-cupidon-sa-fume,Lv-cupidon-sa-fume
693,Fast Life,Rymz,https://genius.com/Rymz-fast-life-lyrics,Rymz-fast-life,Rymz-fast-life
694,SKRAB,Souldia,https://genius.com/Souldia-skrab-lyrics,Souldia-skrab,Souldia-skrab
695,James Hyndman Money,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-james-hyndman-money-lyrics,Loud-lary-ajust-james-hyndman-money,Loud-lary-ajust-james-hyndman-mo
696,Sono,Enima,https://genius.com/Enima-sono-lyrics,Enima-sono,Enima-sono
697,Elle est partie,Sarahmée (Ft. Nissa Seych ),https://genius.com/Sarahmee-elle-est-partie-lyrics,Sarahmee-elle-est-partie,Sarahmee-elle-est-partie
698,La vie est si fragile,Dubmatique (Ft. Ashley MacIsaac ),https://genius.com/Dubmatique-la-vie-est-si-fragile-lyrics,Dubmatique-la-vie-est-si-fragile,Dubmatique-la-vie-est-si-fragile
699,Rédelé,Alaclair Ensemble,https://genius.com/Alaclair-ensemble-redele-lyrics,Alaclair-ensemble-redele,Alaclair-ensemble-redele
700,Génocide,Samian,https://genius.com/Samian-genocide-lyrics,Samian-genocide,Samian-genocide
701,Rocky Road,Planet Giza (Ft. Cousin Stizz ),https://genius.com/Planet-giza-rocky-road-lyrics,Planet-giza-rocky-road,Planet-giza-rocky-road
702,High,Dead Obies,https://genius.com/Dead-obies-high-lyrics,Dead-obies-high,Dead-obies-high
703,Intro (Aujourd’hui ou jamais),YH,https://genius.com/Yh-intro-aujourdhui-ou-jamais-lyrics,Yh-intro-aujourdhui-ou-jamais,Yh-intro-aujourdhui-ou-jamais
704,Qatari,Zinera,https://genius.com/Zinera-qatari-lyrics,Zinera-qatari,Zinera-qatari
705,Quatre saisons,Manu Militari,https://genius.com/Manu-militari-quatre-saisons-lyrics,Manu-militari-quatre-saisons,Manu-militari-quatre-saisons
706,Tangerine,LaF (QC),https://genius.com/Laf-qc-tangerine-lyrics,Laf-qc-tangerine,Laf-qc-tangerine
707,Zombie,Kinji00 (Ft. Jeunesept ),https://genius.com/Kinji00-zombie-lyrics,Kinji00-zombie,Kinji00-zombie
708,Rien qui s'donne,Alaclair Ensemble,https://genius.com/Alaclair-ensemble-rien-qui-sdonne-lyrics,Alaclair-ensemble-rien-qui-sdonne,Alaclair-ensemble-rien-qui-sdonn
709,Caramel,Shreez,https://genius.com/Shreez-caramel-lyrics,Shreez-caramel,Shreez-caramel
710,Fleurs sous la neige,Koriass,https://genius.com/Koriass-fleurs-sous-la-neige-lyrics,Koriass-fleurs-sous-la-neige,Koriass-fleurs-sous-la-neige
711,Savoir faire,Rowjay (Ft. 8ruki ),https://genius.com/Rowjay-savoir-faire-lyrics,Rowjay-savoir-faire,Rowjay-savoir-faire
712,Love Song,Dead Obies,https://genius.com/Dead-obies-love-song-lyrics,Dead-obies-love-song,Dead-obies-love-song
713,Héros,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-heros-lyrics,Loud-lary-ajust-heros,Loud-lary-ajust-heros
714,Y’a des jours,Mauvais Acte,https://genius.com/Mauvais-acte-ya-des-jours-lyrics,Mauvais-acte-ya-des-jours,Mauvais-acte-ya-des-jours
715,No Chills,Jeune Loup,https://genius.com/Jeune-loup-no-chills-lyrics,Jeune-loup-no-chills,Jeune-loup-no-chills
716,4ever,Enima,https://genius.com/Enima-4ever-lyrics,Enima-4ever,Enima-4ever
717,Hercule,Lary Kidd,https://genius.com/Lary-kidd-hercule-lyrics,Lary-kidd-hercule,Lary-kidd-hercule
718,Keskia,Souldia,https://genius.com/Souldia-keskia-lyrics,Souldia-keskia,Souldia-keskia
719,Krime Grave,Souldia,https://genius.com/Souldia-krime-grave-lyrics,Souldia-krime-grave,Souldia-krime-grave
720,EmoGPT,DJ Toenail (Ft. JesseSMFI & Pokelawls ),https://genius.com/Dj-toenail-emogpt-lyrics,Dj-toenail-emogpt,Dj-toenail-emogpt
721,Spliff à deux,FouKi,https://genius.com/Fouki-spliff-a-deux-lyrics,Fouki-spliff-a-deux,Fouki-spliff-a-deux
722,Sexto,Souldia,https://genius.com/Souldia-sexto-lyrics,Souldia-sexto,Souldia-sexto
723,Saisons,Enima,https://genius.com/Enima-saisons-lyrics,Enima-saisons,Enima-saisons
724,Illusion de paradis,Farfadet,https://genius.com/Farfadet-illusion-de-paradis-lyrics,Farfadet-illusion-de-paradis,Farfadet-illusion-de-paradis
725,Lost Angeles,Skiifall,https://genius.com/Skiifall-lost-angeles-lyrics,Skiifall-lost-angeles,Skiifall-lost-angeles
726,André,Dead Obies,https://genius.com/Dead-obies-andre-lyrics,Dead-obies-andre,Dead-obies-andre
727,Inédit,Sir Pathétik,https://genius.com/Sir-pathetik-inedit-lyrics,Sir-pathetik-inedit,Sir-pathetik-inedit
728,Sixième sens,Lost (Ft. Izzy-S ),https://genius.com/Lost-sixieme-sens-lyrics,Lost-sixieme-sens,Lost-sixieme-sens
729,Parades photos,Lost (Ft. Dinos ),https://genius.com/Lost-parades-photos-lyrics,Lost-parades-photos,Lost-parades-photos
730,Fait Chier,Koriass & FouKi,https://genius.com/Koriass-and-fouki-fait-chier-lyrics,Koriass-and-fouki-fait-chier,Koriass-and-fouki-fait-chier
731,Ceci n'est pas une chanson triste,Souldia,https://genius.com/Souldia-ceci-nest-pas-une-chanson-triste-lyrics,Souldia-ceci-nest-pas-une-chanson-triste,Souldia-ceci-nest-pas-une-chanso
732,"J'ai aimé, j'ai souffert, maintenant je haïs",Die-On,https://genius.com/Die-on-jai-aime-jai-souffert-maintenant-je-hais-lyrics,Die-on-jai-aime-jai-souffert-maintenant-je-hais,Die-on-jai-aime-jai-souffert-mai
733,Violation [AOC-02],J-LeScientific (Ft. SunShan ),https://genius.com/J-lescientific-violation-aoc-02-lyrics,J-lescientific-violation-aoc-02,J-lescientific-violation-aoc-02
734,GO MODE,Enima,https://genius.com/Enima-go-mode-lyrics,Enima-go-mode,Enima-go-mode
735,Pas d’chilling,Rainmen (Ft. Skandal (QC) ),https://genius.com/Rainmen-pas-dchilling-lyrics,Rainmen-pas-dchilling,Rainmen-pas-dchilling
736,Mon Ami,VT (Ft. Souldia ),https://genius.com/Vt-mon-ami-lyrics,Vt-mon-ami,Vt-mon-ami
737,Perico,Ness El Digital (Ft. Enima & V-12 (CAN) ),https://genius.com/Ness-el-digital-perico-lyrics,Ness-el-digital-perico,Ness-el-digital-perico
738,Flex,Enima,https://genius.com/Enima-flex-lyrics,Enima-flex,Enima-flex
739,Exposing Me(Remix),Jackboy RLJ,https://genius.com/Jackboy-rlj-exposing-meremix-lyrics,Jackboy-rlj-exposing-meremix,Jackboy-rlj-exposing-meremix
740,Gangsta,5sang14,https://genius.com/5sang14-gangsta-lyrics,5sang14-gangsta,5sang14-gangsta
741,Le poids des mots,"Souldia (Ft. Helme , Jam Khalil , LeMind & Woodman )",https://genius.com/Souldia-le-poids-des-mots-lyrics,Souldia-le-poids-des-mots,Souldia-le-poids-des-mots
742,Des kilomètres et des ennuis,Rymz,https://genius.com/Rymz-des-kilometres-et-des-ennuis-lyrics,Rymz-des-kilometres-et-des-ennuis,Rymz-des-kilometres-et-des-ennui
743,Fussy Fuss,Alaclair Ensemble,https://genius.com/Alaclair-ensemble-fussy-fuss-lyrics,Alaclair-ensemble-fussy-fuss,Alaclair-ensemble-fussy-fuss
744,La barre des trente,Manu Militari (Ft. Ott & Stan ),https://genius.com/Manu-militari-la-barre-des-trente-lyrics,Manu-militari-la-barre-des-trente,Manu-militari-la-barre-des-trent
745,Chien,Shreez,https://genius.com/Shreez-chien-lyrics,Shreez-chien,Shreez-chien
746,Freak Girls,Joe Rocca,https://genius.com/Joe-rocca-freak-girls-lyrics,Joe-rocca-freak-girls,Joe-rocca-freak-girls
747,Huh Yea,Serane (Ft. Rowjay ),https://genius.com/Serane-huh-yea-lyrics,Serane-huh-yea,Serane-huh-yea
748,Comme les autres,Enima,https://genius.com/Enima-comme-les-autres-lyrics,Enima-comme-les-autres,Enima-comme-les-autres
749,In America,Dead Obies,https://genius.com/Dead-obies-in-america-lyrics,Dead-obies-in-america,Dead-obies-in-america
750,Van Gogh,Manu Militari,https://genius.com/Manu-militari-van-gogh-lyrics,Manu-militari-van-gogh,Manu-militari-van-gogh
751,Burn,Rymz,https://genius.com/Rymz-burn-lyrics,Rymz-burn,Rymz-burn
752,Explicit gang,"Taktika , Northsiderz , Vendetta (QC) , Frères d'Ombre , Sadik , Fuccè & SF34",https://genius.com/Taktika-northsiderz-vendetta-qc-freres-dombre-sadik-fucce-and-sf34-explicit-gang-lyrics,Taktika-northsiderz-vendetta-qc-freres-dombre-sadik-fucce-and-sf34-explicit-gang,Taktika-northsiderz-vendetta-qc-
753,STL Vice,Connaisseur Ticaso,https://genius.com/Connaisseur-ticaso-stl-vice-lyrics,Connaisseur-ticaso-stl-vice,Connaisseur-ticaso-stl-vice
754,Backstage,Souldia (Ft. Eli Rose ),https://genius.com/Souldia-backstage-lyrics,Souldia-backstage,Souldia-backstage
755,Timing,FouKi,https://genius.com/Fouki-timing-lyrics,Fouki-timing,Fouki-timing
756,Jalousie,Shreez (Ft. White-B ),https://genius.com/Shreez-jalousie-lyrics,Shreez-jalousie,Shreez-jalousie
757,La fille que j'aime,Sir Pathétik,https://genius.com/Sir-pathetik-la-fille-que-jaime-lyrics,Sir-pathetik-la-fille-que-jaime,Sir-pathetik-la-fille-que-jaime
758,Dead Summer,Aswell,https://genius.com/Aswell-dead-summer-lyrics,Aswell-dead-summer,Aswell-dead-summer
759,Grünt #62,"Grünt (Ft. Imposs , Lary Kidd , Lost & Loud )",https://genius.com/Grunt-grunt-62-lyrics,Grunt-grunt-62,Grunt-grunt-62
760,Numéro 1,Sans Pression,https://genius.com/Sans-pression-numero-1-lyrics,Sans-pression-numero-1,Sans-pression-numero-1
761,George Fraude,Kalibre,https://genius.com/Kalibre-george-fraude-lyrics,Kalibre-george-fraude,Kalibre-george-fraude
762,DOUBLE F,Rowjay (Ft. La Fève ),https://genius.com/Rowjay-double-f-lyrics,Rowjay-double-f,Rowjay-double-f
763,Numéros,Enima,https://genius.com/Enima-numeros-lyrics,Enima-numeros,Enima-numeros
764,Miroir miroir,Lary Kidd,https://genius.com/Lary-kidd-miroir-miroir-lyrics,Lary-kidd-miroir-miroir,Lary-kidd-miroir-miroir
765,Mort Ou Vif,Loud Lary Ajust,https://genius.com/Loud-lary-ajust-mort-ou-vif-lyrics,Loud-lary-ajust-mort-ou-vif,Loud-lary-ajust-mort-ou-vif
766,6ème sens,Jeune Loup,https://genius.com/Jeune-loup-6eme-sens-lyrics,Jeune-loup-6eme-sens,Jeune-loup-6eme-sens
767,OFF,Souldia & Tizzo,https://genius.com/Souldia-and-tizzo-off-lyrics,Souldia-and-tizzo-off,Souldia-and-tizzo-off
768,Huit-trois,"83 (Ft. 2Faces , B-Ice (Taktika) , Canox & Pagaïl )",https://genius.com/83-huit-trois-lyrics,83-huit-trois,83-huit-trois
769,21,LV Cupidon,https://genius.com/Lv-cupidon-21-lyrics,Lv-cupidon-21,Lv-cupidon-21
770,C'EST BEAU,KNLO,https://genius.com/Knlo-cest-beau-lyrics,Knlo-cest-beau,Knlo-cest-beau
771,Pour toujours,Souldia,https://genius.com/Souldia-pour-toujours-lyrics,Souldia-pour-toujours,Souldia-pour-toujours
772,Houdini,"DawaMafia , LV Cupidon & Yung Duce",https://genius.com/Dawamafia-lv-cupidon-and-yung-duce-houdini-lyrics,Dawamafia-lv-cupidon-and-yung-duce-houdini,Dawamafia-lv-cupidon-and-yung-du
773,After_L'after,FouKi,https://genius.com/Fouki-after-lafter-lyrics,Fouki-after-lafter,Fouki-after-lafter
774,Petite Italie,Jeune Loup,https://genius.com/Jeune-loup-petite-italie-lyrics,Jeune-loup-petite-italie,Jeune-loup-petite-italie
775,SAY SUM,Enima,https://genius.com/Enima-say-sum-lyrics,Enima-say-sum,Enima-say-sum
776,Je m'évapore,Ced Auger,https://genius.com/Ced-auger-je-mevapore-lyrics,Ced-auger-je-mevapore,Ced-auger-je-mevapore
777,Nota bene,Manu Militari (Ft. Stan ),https://genius.com/Manu-militari-nota-bene-lyrics,Manu-militari-nota-bene,Manu-militari-nota-bene
778,Nervous,"Brown Family (Ft. Eman , FouKi & KNLO )",https://genius.com/Brown-family-nervous-lyrics,Brown-family-nervous,Brown-family-nervous
779,Bateaux Colombiens,Les Anticipateurs (Ft. Xeryus ),https://genius.com/Les-anticipateurs-bateaux-colombiens-lyrics,Les-anticipateurs-bateaux-colombiens,Les-anticipateurs-bateaux-colomb
780,Coin à l'ombre,Loud,https://genius.com/Loud-coin-a-lombre-lyrics,Loud-coin-a-lombre,Loud-coin-a-lombre
781,Lascars,Rymz & Farfadet,https://genius.com/Rymz-and-farfadet-lascars-lyrics,Rymz-and-farfadet-lascars,Rymz-and-farfadet-lascars
782,Tony,Josad,https://genius.com/Josad-tony-lyrics,Josad-tony,Josad-tony
783,Plan B,3MFrench (Ft. Enima ),https://genius.com/3mfrench-plan-b-lyrics,3mfrench-plan-b,3mfrench-plan-b
784,🖕 Justin Trudeau,Les Anticipateurs,https://genius.com/Les-anticipateurs-justin-trudeau-lyrics,Les-anticipateurs-justin-trudeau,Les-anticipateurs-justin-trudeau
785,IG SHOT pt.2,"Jeune Loup (Ft. Bbleu , Joe Rocca , Kevin Na$h & Mike Shabb )",https://genius.com/Jeune-loup-ig-shot-pt2-lyrics,Jeune-loup-ig-shot-pt2,Jeune-loup-ig-shot-pt2
786,Course,Enima,https://genius.com/Enima-course-lyrics,Enima-course,Enima-course
787,La nuit sera longue,Souldia (Ft. Loud ),https://genius.com/Souldia-la-nuit-sera-longue-lyrics,Souldia-la-nuit-sera-longue,Souldia-la-nuit-sera-longue
788,Budapest,FouKi,https://genius.com/Fouki-budapest-lyrics,Fouki-budapest,Fouki-budapest
789,Hier à aujourd’hui,Lost,https://genius.com/Lost-hier-a-aujourdhui-lyrics,Lost-hier-a-aujourdhui,Lost-hier-a-aujourdhui
790,Khawaga,Manu Militari,https://genius.com/Manu-militari-khawaga-lyrics,Manu-militari-khawaga,Manu-militari-khawaga
791,Mon Cou,Alaclair Ensemble,https://genius.com/Alaclair-ensemble-mon-cou-lyrics,Alaclair-ensemble-mon-cou,Alaclair-ensemble-mon-cou
